bm_unit,national_grid_bm_unit,settlement_date,settlement_period,time_from_utc,time_to_utc,level_from_mw,level_to_mw
T_BENBW-1,BENBW-1,2026-09-08,26,2026-09-08T11:30:00Z,2026-09-08T12:00:00Z,55,55
T_BENBW-1,BENBW-1,2026-09-08,27,2026-09-08T12:00:00Z,2026-09-08T12:30:00Z,55,56
T_BENBW-1,BENBW-1,2026-09-08,28,2026-09-08T12:30:00Z,2026-09-08T13:00:00Z,56,56
T_BENBW-1,BENBW-1,2026-09-08,29,2026-09-08T13:00:00Z,2026-09-08T13:30:00Z,56,56
T_BENBW-1,BENBW-1,2026-09-08,30,2026-09-08T13:30:00Z,2026-09-08T14:00:00Z,56,55
T_BENBW-1,BENBW-1,2026-09-08,31,2026-09-08T14:00:00Z,2026-09-08T14:30:00Z,55,55
T_BENBW-1,BENBW-1,2026-09-08,32,2026-09-08T14:30:00Z,2026-09-08T15:00:00Z,55,55
T_BENBW-1,BENBW-1,2026-09-08,33,2026-09-08T15:00:00Z,2026-09-08T15:30:00Z,55,55
T_BENBW-1,BENBW-1,2026-09-08,34,2026-09-08T15:30:00Z,2026-09-08T16:00:00Z,55,55
T_BENBW-1,BENBW-1,2026-09-08,35,2026-09-08T16:00:00Z,2026-09-08T16:30:00Z,55,55
T_BENBW-1,BENBW-1,2026-09-08,36,2026-09-08T16:30:00Z,2026-09-08T17:00:00Z,56,56
T_BENBW-1,BENBW-1,2026-09-08,37,2026-09-08T17:00:00Z,2026-09-08T17:30:00Z,56,56
T_BENBW-1,BENBW-1,2026-09-08,38,2026-09-08T17:30:00Z,2026-09-08T18:00:00Z,56,61
T_BENBW-1,BENBW-1,2026-09-08,39,2026-09-08T18:00:00Z,2026-09-08T18:30:00Z,61,58
T_BENBW-1,BENBW-1,2026-09-08,40,2026-09-08T18:30:00Z,2026-09-08T19:00:00Z,58,57
T_BENBW-1,BENBW-1,2026-09-08,41,2026-09-08T19:00:00Z,2026-09-08T19:30:00Z,57,45
T_BENBW-1,BENBW-1,2026-09-08,42,2026-09-08T19:30:00Z,2026-09-08T20:00:00Z,45,44
T_BENBW-1,BENBW-1,2026-09-08,43,2026-09-08T20:00:00Z,2026-09-08T20:30:00Z,43,45
T_BENBW-1,BENBW-1,2026-09-08,44,2026-09-08T20:30:00Z,2026-09-08T21:00:00Z,44,44
T_BENBW-1,BENBW-1,2026-09-08,45,2026-09-08T21:00:00Z,2026-09-08T21:30:00Z,43,42
T_BENBW-1,BENBW-1,2026-09-08,46,2026-09-08T21:30:00Z,2026-09-08T22:00:00Z,42,36
T_BENBW-1,BENBW-1,2026-09-08,47,2026-09-08T22:00:00Z,2026-09-08T22:30:00Z,35,37
T_BENBW-1,BENBW-1,2026-09-08,48,2026-09-08T22:30:00Z,2026-09-08T23:00:00Z,35,29
T_BHLAW-1,BHLAW-1,2026-09-08,1,2026-09-07T23:00:00Z,2026-09-07T23:30:00Z,107,107
T_BHLAW-1,BHLAW-1,2026-09-08,2,2026-09-07T23:30:00Z,2026-09-08T00:00:00Z,107,107
T_BHLAW-1,BHLAW-1,2026-09-08,3,2026-09-08T00:00:00Z,2026-09-08T00:29:00Z,107,107
T_BHLAW-1,BHLAW-1,2026-09-08,3,2026-09-08T00:29:00Z,2026-09-08T00:30:00Z,107,108
T_BHLAW-1,BHLAW-1,2026-09-08,4,2026-09-08T00:30:00Z,2026-09-08T00:59:00Z,108,108
T_BHLAW-1,BHLAW-1,2026-09-08,4,2026-09-08T00:59:00Z,2026-09-08T01:00:00Z,108,107
T_BHLAW-1,BHLAW-1,2026-09-08,5,2026-09-08T01:00:00Z,2026-09-08T01:29:00Z,106,106
T_BHLAW-1,BHLAW-1,2026-09-08,5,2026-09-08T01:29:00Z,2026-09-08T01:30:00Z,106,105
T_BHLAW-1,BHLAW-1,2026-09-08,6,2026-09-08T01:30:00Z,2026-09-08T01:59:00Z,105,105
T_BHLAW-1,BHLAW-1,2026-09-08,6,2026-09-08T01:59:00Z,2026-09-08T02:00:00Z,105,102
T_BHLAW-1,BHLAW-1,2026-09-08,7,2026-09-08T02:00:00Z,2026-09-08T02:29:00Z,103,103
T_BHLAW-1,BHLAW-1,2026-09-08,7,2026-09-08T02:29:00Z,2026-09-08T02:30:00Z,103,101
T_BHLAW-1,BHLAW-1,2026-09-08,8,2026-09-08T02:30:00Z,2026-09-08T02:58:00Z,101,101
T_BHLAW-1,BHLAW-1,2026-09-08,8,2026-09-08T02:58:00Z,2026-09-08T02:59:00Z,101,100
T_BHLAW-1,BHLAW-1,2026-09-08,8,2026-09-08T02:59:00Z,2026-09-08T03:00:00Z,100,99
T_BHLAW-1,BHLAW-1,2026-09-08,9,2026-09-08T03:00:00Z,2026-09-08T03:29:00Z,99,99
T_BHLAW-1,BHLAW-1,2026-09-08,9,2026-09-08T03:29:00Z,2026-09-08T03:30:00Z,99,94
T_BHLAW-1,BHLAW-1,2026-09-08,10,2026-09-08T03:30:00Z,2026-09-08T04:00:00Z,94,94
T_BHLAW-1,BHLAW-1,2026-09-08,11,2026-09-08T04:00:00Z,2026-09-08T04:29:00Z,93,93
T_BHLAW-1,BHLAW-1,2026-09-08,11,2026-09-08T04:29:00Z,2026-09-08T04:30:00Z,93,91
T_BHLAW-1,BHLAW-1,2026-09-08,12,2026-09-08T04:30:00Z,2026-09-08T04:59:00Z,91,91
T_BHLAW-1,BHLAW-1,2026-09-08,12,2026-09-08T04:59:00Z,2026-09-08T05:00:00Z,91,89
T_BHLAW-1,BHLAW-1,2026-09-08,13,2026-09-08T05:00:00Z,2026-09-08T05:29:00Z,89,89
T_BHLAW-1,BHLAW-1,2026-09-08,13,2026-09-08T05:29:00Z,2026-09-08T05:30:00Z,89,88
T_BHLAW-1,BHLAW-1,2026-09-08,14,2026-09-08T05:30:00Z,2026-09-08T05:59:00Z,88,88
T_BHLAW-1,BHLAW-1,2026-09-08,14,2026-09-08T05:59:00Z,2026-09-08T06:00:00Z,88,89
T_BHLAW-1,BHLAW-1,2026-09-08,15,2026-09-08T06:00:00Z,2026-09-08T06:30:00Z,88,88
T_BHLAW-1,BHLAW-1,2026-09-08,16,2026-09-08T06:30:00Z,2026-09-08T06:59:00Z,88,88
T_BHLAW-1,BHLAW-1,2026-09-08,16,2026-09-08T06:59:00Z,2026-09-08T07:00:00Z,88,91
T_BHLAW-1,BHLAW-1,2026-09-08,17,2026-09-08T07:00:00Z,2026-09-08T07:29:00Z,89,89
T_BHLAW-1,BHLAW-1,2026-09-08,17,2026-09-08T07:29:00Z,2026-09-08T07:30:00Z,89,90
T_BHLAW-1,BHLAW-1,2026-09-08,18,2026-09-08T07:30:00Z,2026-09-08T07:59:00Z,90,90
T_BHLAW-1,BHLAW-1,2026-09-08,18,2026-09-08T07:59:00Z,2026-09-08T08:00:00Z,90,95
T_BHLAW-1,BHLAW-1,2026-09-08,19,2026-09-08T08:00:00Z,2026-09-08T08:30:00Z,97,97
T_BHLAW-1,BHLAW-1,2026-09-08,20,2026-09-08T08:30:00Z,2026-09-08T09:00:00Z,97,97
T_BHLAW-1,BHLAW-1,2026-09-08,21,2026-09-08T09:00:00Z,2026-09-08T09:29:00Z,96,96
T_BHLAW-1,BHLAW-1,2026-09-08,21,2026-09-08T09:29:00Z,2026-09-08T09:30:00Z,96,98
T_BHLAW-1,BHLAW-1,2026-09-08,22,2026-09-08T09:30:00Z,2026-09-08T09:59:00Z,98,98
T_BHLAW-1,BHLAW-1,2026-09-08,22,2026-09-08T09:59:00Z,2026-09-08T10:00:00Z,98,94
T_BHLAW-1,BHLAW-1,2026-09-08,23,2026-09-08T10:00:00Z,2026-09-08T10:29:00Z,94,94
T_BHLAW-1,BHLAW-1,2026-09-08,23,2026-09-08T10:29:00Z,2026-09-08T10:30:00Z,94,92
T_BHLAW-1,BHLAW-1,2026-09-08,24,2026-09-08T10:30:00Z,2026-09-08T11:00:00Z,92,92
T_BHLAW-1,BHLAW-1,2026-09-08,25,2026-09-08T11:00:00Z,2026-09-08T11:30:00Z,92,92
T_BHLAW-1,BHLAW-1,2026-09-08,26,2026-09-08T11:30:00Z,2026-09-08T11:59:00Z,92,92
T_BHLAW-1,BHLAW-1,2026-09-08,26,2026-09-08T11:59:00Z,2026-09-08T12:00:00Z,92,85
T_BHLAW-1,BHLAW-1,2026-09-08,27,2026-09-08T12:00:00Z,2026-09-08T12:29:00Z,85,85
T_BHLAW-1,BHLAW-1,2026-09-08,27,2026-09-08T12:29:00Z,2026-09-08T12:30:00Z,85,87
T_BHLAW-1,BHLAW-1,2026-09-08,28,2026-09-08T12:30:00Z,2026-09-08T13:00:00Z,87,87
T_BHLAW-1,BHLAW-1,2026-09-08,29,2026-09-08T13:00:00Z,2026-09-08T13:29:00Z,87,87
T_BHLAW-1,BHLAW-1,2026-09-08,29,2026-09-08T13:29:00Z,2026-09-08T13:30:00Z,87,81
T_BHLAW-1,BHLAW-1,2026-09-08,30,2026-09-08T13:30:00Z,2026-09-08T13:59:00Z,75,75
T_BHLAW-1,BHLAW-1,2026-09-08,30,2026-09-08T13:59:00Z,2026-09-08T14:00:00Z,75,77
T_BHLAW-1,BHLAW-1,2026-09-08,31,2026-09-08T14:00:00Z,2026-09-08T14:29:00Z,76,76
T_BHLAW-1,BHLAW-1,2026-09-08,31,2026-09-08T14:29:00Z,2026-09-08T14:30:00Z,76,75
T_BHLAW-1,BHLAW-1,2026-09-08,32,2026-09-08T14:30:00Z,2026-09-08T14:59:00Z,75,75
T_BHLAW-1,BHLAW-1,2026-09-08,32,2026-09-08T14:59:00Z,2026-09-08T15:00:00Z,75,73
T_BHLAW-1,BHLAW-1,2026-09-08,33,2026-09-08T15:00:00Z,2026-09-08T15:29:00Z,73,73
T_BHLAW-1,BHLAW-1,2026-09-08,33,2026-09-08T15:29:00Z,2026-09-08T15:30:00Z,73,79
T_BHLAW-1,BHLAW-1,2026-09-08,34,2026-09-08T15:30:00Z,2026-09-08T15:59:00Z,79,79
T_BHLAW-1,BHLAW-1,2026-09-08,34,2026-09-08T15:59:00Z,2026-09-08T16:00:00Z,79,75
T_BHLAW-1,BHLAW-1,2026-09-08,35,2026-09-08T16:00:00Z,2026-09-08T16:29:00Z,75,75
T_BHLAW-1,BHLAW-1,2026-09-08,35,2026-09-08T16:29:00Z,2026-09-08T16:30:00Z,75,78
T_BHLAW-1,BHLAW-1,2026-09-08,36,2026-09-08T16:30:00Z,2026-09-08T17:00:00Z,78,78
T_BHLAW-1,BHLAW-1,2026-09-08,37,2026-09-08T17:00:00Z,2026-09-08T17:29:00Z,76,76
T_BHLAW-1,BHLAW-1,2026-09-08,37,2026-09-08T17:29:00Z,2026-09-08T17:30:00Z,76,75
T_BHLAW-1,BHLAW-1,2026-09-08,38,2026-09-08T17:30:00Z,2026-09-08T17:59:00Z,75,75
T_BHLAW-1,BHLAW-1,2026-09-08,38,2026-09-08T17:59:00Z,2026-09-08T18:00:00Z,75,74
T_BHLAW-1,BHLAW-1,2026-09-08,39,2026-09-08T18:00:00Z,2026-09-08T18:30:00Z,76,76
T_BHLAW-1,BHLAW-1,2026-09-08,40,2026-09-08T18:30:00Z,2026-09-08T18:59:00Z,76,76
T_BHLAW-1,BHLAW-1,2026-09-08,40,2026-09-08T18:59:00Z,2026-09-08T19:00:00Z,76,71
T_BHLAW-1,BHLAW-1,2026-09-08,41,2026-09-08T19:00:00Z,2026-09-08T19:29:00Z,70,70
T_BHLAW-1,BHLAW-1,2026-09-08,41,2026-09-08T19:29:00Z,2026-09-08T19:30:00Z,70,69
T_BHLAW-1,BHLAW-1,2026-09-08,42,2026-09-08T19:30:00Z,2026-09-08T19:59:00Z,69,69
T_BHLAW-1,BHLAW-1,2026-09-08,42,2026-09-08T19:59:00Z,2026-09-08T20:00:00Z,69,66
T_BHLAW-1,BHLAW-1,2026-09-08,43,2026-09-08T20:00:00Z,2026-09-08T20:30:00Z,69,69
T_BHLAW-1,BHLAW-1,2026-09-08,44,2026-09-08T20:30:00Z,2026-09-08T20:59:00Z,69,69
T_BHLAW-1,BHLAW-1,2026-09-08,44,2026-09-08T20:59:00Z,2026-09-08T21:00:00Z,69,63
T_BHLAW-1,BHLAW-1,2026-09-08,45,2026-09-08T21:00:00Z,2026-09-08T21:29:00Z,61,61
T_BHLAW-1,BHLAW-1,2026-09-08,45,2026-09-08T21:29:00Z,2026-09-08T21:30:00Z,61,52
T_BHLAW-1,BHLAW-1,2026-09-08,46,2026-09-08T21:30:00Z,2026-09-08T21:58:00Z,52,52
T_BHLAW-1,BHLAW-1,2026-09-08,46,2026-09-08T21:58:00Z,2026-09-08T21:59:00Z,52,50
T_BHLAW-1,BHLAW-1,2026-09-08,46,2026-09-08T21:59:00Z,2026-09-08T22:00:00Z,50,43
T_BHLAW-1,BHLAW-1,2026-09-08,47,2026-09-08T22:00:00Z,2026-09-08T22:29:00Z,40,40
T_BHLAW-1,BHLAW-1,2026-09-08,47,2026-09-08T22:29:00Z,2026-09-08T22:30:00Z,40,36
T_BHLAW-1,BHLAW-1,2026-09-08,48,2026-09-08T22:30:00Z,2026-09-08T22:59:00Z,36,36
T_BHLAW-1,BHLAW-1,2026-09-08,48,2026-09-08T22:59:00Z,2026-09-08T23:00:00Z,36,31
T_BLKWW-1,BLKWW-1,2026-09-08,1,2026-09-07T23:00:00Z,2026-09-07T23:30:00Z,22,22
T_BLKWW-1,BLKWW-1,2026-09-08,2,2026-09-07T23:30:00Z,2026-09-08T00:00:00Z,20,21
T_BLKWW-1,BLKWW-1,2026-09-08,3,2026-09-08T00:00:00Z,2026-09-08T00:30:00Z,18,19
T_BLKWW-1,BLKWW-1,2026-09-08,4,2026-09-08T00:30:00Z,2026-09-08T01:00:00Z,31,31
T_BLKWW-1,BLKWW-1,2026-09-08,5,2026-09-08T01:00:00Z,2026-09-08T01:30:00Z,38,38
T_BLKWW-1,BLKWW-1,2026-09-08,6,2026-09-08T01:30:00Z,2026-09-08T02:00:00Z,41,41
T_BLKWW-1,BLKWW-1,2026-09-08,7,2026-09-08T02:00:00Z,2026-09-08T02:30:00Z,45,46
T_BLKWW-1,BLKWW-1,2026-09-08,8,2026-09-08T02:30:00Z,2026-09-08T03:00:00Z,47,47
T_BLKWW-1,BLKWW-1,2026-09-08,9,2026-09-08T03:00:00Z,2026-09-08T03:30:00Z,52,53
T_BLKWW-1,BLKWW-1,2026-09-08,10,2026-09-08T03:30:00Z,2026-09-08T04:00:00Z,53,53
T_BLKWW-1,BLKWW-1,2026-09-08,11,2026-09-08T04:00:00Z,2026-09-08T04:30:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,12,2026-09-08T04:30:00Z,2026-09-08T05:00:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,13,2026-09-08T05:00:00Z,2026-09-08T05:30:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,14,2026-09-08T05:30:00Z,2026-09-08T06:00:00Z,53,53
T_BLKWW-1,BLKWW-1,2026-09-08,15,2026-09-08T06:00:00Z,2026-09-08T06:30:00Z,51,51
T_BLKWW-1,BLKWW-1,2026-09-08,16,2026-09-08T06:30:00Z,2026-09-08T07:00:00Z,51,51
T_BLKWW-1,BLKWW-1,2026-09-08,17,2026-09-08T07:00:00Z,2026-09-08T07:30:00Z,51,51
T_BLKWW-1,BLKWW-1,2026-09-08,18,2026-09-08T07:30:00Z,2026-09-08T08:00:00Z,51,51
T_BLKWW-1,BLKWW-1,2026-09-08,19,2026-09-08T08:00:00Z,2026-09-08T08:30:00Z,51,52
T_BLKWW-1,BLKWW-1,2026-09-08,20,2026-09-08T08:30:00Z,2026-09-08T09:00:00Z,47,47
T_BLKWW-1,BLKWW-1,2026-09-08,21,2026-09-08T09:00:00Z,2026-09-08T09:30:00Z,47,46
T_BLKWW-1,BLKWW-1,2026-09-08,22,2026-09-08T09:30:00Z,2026-09-08T10:00:00Z,50,49
T_BLKWW-1,BLKWW-1,2026-09-08,23,2026-09-08T10:00:00Z,2026-09-08T10:30:00Z,43,44
T_BLKWW-1,BLKWW-1,2026-09-08,24,2026-09-08T10:30:00Z,2026-09-08T11:00:00Z,44,46
T_BLKWW-1,BLKWW-1,2026-09-08,25,2026-09-08T11:00:00Z,2026-09-08T11:30:00Z,48,48
T_BLKWW-1,BLKWW-1,2026-09-08,26,2026-09-08T11:30:00Z,2026-09-08T12:00:00Z,44,44
T_BLKWW-1,BLKWW-1,2026-09-08,27,2026-09-08T12:00:00Z,2026-09-08T12:30:00Z,41,41
T_BLKWW-1,BLKWW-1,2026-09-08,28,2026-09-08T12:30:00Z,2026-09-08T13:00:00Z,50,50
T_BLKWW-1,BLKWW-1,2026-09-08,29,2026-09-08T13:00:00Z,2026-09-08T13:30:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,30,2026-09-08T13:30:00Z,2026-09-08T14:00:00Z,53,53
T_BLKWW-1,BLKWW-1,2026-09-08,31,2026-09-08T14:00:00Z,2026-09-08T14:30:00Z,53,53
T_BLKWW-1,BLKWW-1,2026-09-08,32,2026-09-08T14:30:00Z,2026-09-08T15:00:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,33,2026-09-08T15:00:00Z,2026-09-08T15:30:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,34,2026-09-08T15:30:00Z,2026-09-08T16:00:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,35,2026-09-08T16:00:00Z,2026-09-08T16:30:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,36,2026-09-08T16:30:00Z,2026-09-08T17:00:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,37,2026-09-08T17:00:00Z,2026-09-08T17:30:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,38,2026-09-08T17:30:00Z,2026-09-08T18:00:00Z,53,53
T_BLKWW-1,BLKWW-1,2026-09-08,39,2026-09-08T18:00:00Z,2026-09-08T18:30:00Z,53,53
T_BLKWW-1,BLKWW-1,2026-09-08,40,2026-09-08T18:30:00Z,2026-09-08T19:00:00Z,53,53
T_BLKWW-1,BLKWW-1,2026-09-08,41,2026-09-08T19:00:00Z,2026-09-08T19:30:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,42,2026-09-08T19:30:00Z,2026-09-08T20:00:00Z,52,52
T_BLKWW-1,BLKWW-1,2026-09-08,43,2026-09-08T20:00:00Z,2026-09-08T20:30:00Z,53,53
T_BLKWW-1,BLKWW-1,2026-09-08,44,2026-09-08T20:30:00Z,2026-09-08T21:00:00Z,51,51
T_BLKWW-1,BLKWW-1,2026-09-08,45,2026-09-08T21:00:00Z,2026-09-08T21:30:00Z,51,50
T_BLKWW-1,BLKWW-1,2026-09-08,46,2026-09-08T21:30:00Z,2026-09-08T22:00:00Z,50,48
T_BLKWW-1,BLKWW-1,2026-09-08,47,2026-09-08T22:00:00Z,2026-09-08T22:30:00Z,45,41
T_BLKWW-1,BLKWW-1,2026-09-08,48,2026-09-08T22:30:00Z,2026-09-08T23:00:00Z,40,37
T_BLLA-1,BLLA-1,2026-09-08,1,2026-09-07T23:00:00Z,2026-09-07T23:30:00Z,55,55
T_BLLA-1,BLLA-1,2026-09-08,2,2026-09-07T23:30:00Z,2026-09-08T00:00:00Z,57,57
T_BLLA-1,BLLA-1,2026-09-08,3,2026-09-08T00:00:00Z,2026-09-08T00:30:00Z,57,57
T_BLLA-1,BLLA-1,2026-09-08,4,2026-09-08T00:30:00Z,2026-09-08T01:00:00Z,73,73
T_BLLA-1,BLLA-1,2026-09-08,5,2026-09-08T01:00:00Z,2026-09-08T01:30:00Z,75,75
T_BLLA-1,BLLA-1,2026-09-08,6,2026-09-08T01:30:00Z,2026-09-08T02:00:00Z,72,72
T_BLLA-1,BLLA-1,2026-09-08,7,2026-09-08T02:00:00Z,2026-09-08T02:30:00Z,78,78
T_BLLA-1,BLLA-1,2026-09-08,8,2026-09-08T02:30:00Z,2026-09-08T03:00:00Z,82,82
T_BLLA-1,BLLA-1,2026-09-08,9,2026-09-08T03:00:00Z,2026-09-08T03:30:00Z,82,82
T_BLLA-1,BLLA-1,2026-09-08,10,2026-09-08T03:30:00Z,2026-09-08T04:00:00Z,87,87
T_BLLA-1,BLLA-1,2026-09-08,11,2026-09-08T04:00:00Z,2026-09-08T04:30:00Z,83,83
T_BLLA-1,BLLA-1,2026-09-08,12,2026-09-08T04:30:00Z,2026-09-08T05:00:00Z,88,88
T_BLLA-1,BLLA-1,2026-09-08,13,2026-09-08T05:00:00Z,2026-09-08T05:30:00Z,81,81
T_BLLA-1,BLLA-1,2026-09-08,14,2026-09-08T05:30:00Z,2026-09-08T06:00:00Z,81,81
T_BLLA-1,BLLA-1,2026-09-08,15,2026-09-08T06:00:00Z,2026-09-08T06:30:00Z,74,74
T_BLLA-1,BLLA-1,2026-09-08,16,2026-09-08T06:30:00Z,2026-09-08T07:00:00Z,77,77
T_BLLA-1,BLLA-1,2026-09-08,17,2026-09-08T07:00:00Z,2026-09-08T07:30:00Z,66,66
T_BLLA-1,BLLA-1,2026-09-08,18,2026-09-08T07:30:00Z,2026-09-08T08:00:00Z,75,75
T_BLLA-1,BLLA-1,2026-09-08,19,2026-09-08T08:00:00Z,2026-09-08T08:30:00Z,74,74
T_BLLA-1,BLLA-1,2026-09-08,20,2026-09-08T08:30:00Z,2026-09-08T09:00:00Z,82,82
T_BLLA-1,BLLA-1,2026-09-08,21,2026-09-08T09:00:00Z,2026-09-08T09:30:00Z,67,67
T_BLLA-1,BLLA-1,2026-09-08,22,2026-09-08T09:30:00Z,2026-09-08T10:00:00Z,73,73
T_BLLA-1,BLLA-1,2026-09-08,23,2026-09-08T10:00:00Z,2026-09-08T10:30:00Z,63,63
T_BLLA-1,BLLA-1,2026-09-08,24,2026-09-08T10:30:00Z,2026-09-08T11:00:00Z,69,69
T_BLLA-1,BLLA-1,2026-09-08,25,2026-09-08T11:00:00Z,2026-09-08T11:30:00Z,72,72
T_BLLA-1,BLLA-1,2026-09-08,26,2026-09-08T11:30:00Z,2026-09-08T12:00:00Z,80,80
T_BLLA-1,BLLA-1,2026-09-08,27,2026-09-08T12:00:00Z,2026-09-08T12:30:00Z,81,81
T_BLLA-1,BLLA-1,2026-09-08,28,2026-09-08T12:30:00Z,2026-09-08T13:00:00Z,83,83
T_BLLA-1,BLLA-1,2026-09-08,29,2026-09-08T13:00:00Z,2026-09-08T13:30:00Z,79,79
T_BLLA-1,BLLA-1,2026-09-08,30,2026-09-08T13:30:00Z,2026-09-08T14:00:00Z,84,84
T_BLLA-1,BLLA-1,2026-09-08,31,2026-09-08T14:00:00Z,2026-09-08T14:30:00Z,77,77
T_BLLA-1,BLLA-1,2026-09-08,32,2026-09-08T14:30:00Z,2026-09-08T15:00:00Z,84,84
T_BLLA-1,BLLA-1,2026-09-08,33,2026-09-08T15:00:00Z,2026-09-08T15:30:00Z,78,78
T_BLLA-1,BLLA-1,2026-09-08,34,2026-09-08T15:30:00Z,2026-09-08T16:00:00Z,84,84
T_BLLA-1,BLLA-1,2026-09-08,35,2026-09-08T16:00:00Z,2026-09-08T16:30:00Z,76,76
T_BLLA-1,BLLA-1,2026-09-08,36,2026-09-08T16:30:00Z,2026-09-08T17:00:00Z,82,82
T_BLLA-1,BLLA-1,2026-09-08,37,2026-09-08T17:00:00Z,2026-09-08T17:30:00Z,61,61
T_BLLA-1,BLLA-1,2026-09-08,38,2026-09-08T17:30:00Z,2026-09-08T18:00:00Z,57,57
T_BLLA-1,BLLA-1,2026-09-08,39,2026-09-08T18:00:00Z,2026-09-08T18:30:00Z,55,55
T_BLLA-1,BLLA-1,2026-09-08,40,2026-09-08T18:30:00Z,2026-09-08T19:00:00Z,57,57
T_BLLA-1,BLLA-1,2026-09-08,41,2026-09-08T19:00:00Z,2026-09-08T19:30:00Z,46,46
T_BLLA-1,BLLA-1,2026-09-08,42,2026-09-08T19:30:00Z,2026-09-08T20:00:00Z,45,45
T_BLLA-1,BLLA-1,2026-09-08,43,2026-09-08T20:00:00Z,2026-09-08T20:30:00Z,36,36
T_BLLA-1,BLLA-1,2026-09-08,44,2026-09-08T20:30:00Z,2026-09-08T21:00:00Z,39,39
T_BLLA-1,BLLA-1,2026-09-08,45,2026-09-08T21:00:00Z,2026-09-08T21:30:00Z,28,28
T_BLLA-1,BLLA-1,2026-09-08,46,2026-09-08T21:30:00Z,2026-09-08T22:00:00Z,31,31
T_BLLA-1,BLLA-1,2026-09-08,47,2026-09-08T22:00:00Z,2026-09-08T22:30:00Z,24,24
T_BLLA-1,BLLA-1,2026-09-08,48,2026-09-08T22:30:00Z,2026-09-08T23:00:00Z,21,21
T_BLLA-2,BLLA-2,2026-09-08,1,2026-09-07T23:00:00Z,2026-09-07T23:30:00Z,27,27
T_BLLA-2,BLLA-2,2026-09-08,2,2026-09-07T23:30:00Z,2026-09-08T00:00:00Z,28,28
T_BLLA-2,BLLA-2,2026-09-08,3,2026-09-08T00:00:00Z,2026-09-08T00:30:00Z,29,29
T_BLLA-2,BLLA-2,2026-09-08,4,2026-09-08T00:30:00Z,2026-09-08T01:00:00Z,32,32
T_BLLA-2,BLLA-2,2026-09-08,5,2026-09-08T01:00:00Z,2026-09-08T01:30:00Z,31,31
T_BLLA-2,BLLA-2,2026-09-08,6,2026-09-08T01:30:00Z,2026-09-08T02:00:00Z,32,32
T_BLLA-2,BLLA-2,2026-09-08,7,2026-09-08T02:00:00Z,2026-09-08T02:30:00Z,34,34
T_BLLA-2,BLLA-2,2026-09-08,8,2026-09-08T02:30:00Z,2026-09-08T03:00:00Z,34,34
T_BLLA-2,BLLA-2,2026-09-08,9,2026-09-08T03:00:00Z,2026-09-08T03:30:00Z,34,34
T_BLLA-2,BLLA-2,2026-09-08,10,2026-09-08T03:30:00Z,2026-09-08T04:00:00Z,35,35
T_BLLA-2,BLLA-2,2026-09-08,11,2026-09-08T04:00:00Z,2026-09-08T04:30:00Z,36,36
T_BLLA-2,BLLA-2,2026-09-08,12,2026-09-08T04:30:00Z,2026-09-08T05:00:00Z,36,36
T_BLLA-2,BLLA-2,2026-09-08,13,2026-09-08T05:00:00Z,2026-09-08T05:30:00Z,35,35
T_BLLA-2,BLLA-2,2026-09-08,14,2026-09-08T05:30:00Z,2026-09-08T06:00:00Z,32,32
T_BLLA-2,BLLA-2,2026-09-08,15,2026-09-08T06:00:00Z,2026-09-08T06:30:00Z,32,32
T_BLLA-2,BLLA-2,2026-09-08,16,2026-09-08T06:30:00Z,2026-09-08T07:00:00Z,32,32
T_BLLA-2,BLLA-2,2026-09-08,17,2026-09-08T07:00:00Z,2026-09-08T07:30:00Z,33,33
T_BLLA-2,BLLA-2,2026-09-08,18,2026-09-08T07:30:00Z,2026-09-08T08:00:00Z,33,33
T_BLLA-2,BLLA-2,2026-09-08,19,2026-09-08T08:00:00Z,2026-09-08T08:30:00Z,34,34
T_BLLA-2,BLLA-2,2026-09-08,20,2026-09-08T08:30:00Z,2026-09-08T09:00:00Z,35,35
T_BLLA-2,BLLA-2,2026-09-08,21,2026-09-08T09:00:00Z,2026-09-08T09:30:00Z,32,32
T_BLLA-2,BLLA-2,2026-09-08,22,2026-09-08T09:30:00Z,2026-09-08T10:00:00Z,34,34
T_BLLA-2,BLLA-2,2026-09-08,23,2026-09-08T10:00:00Z,2026-09-08T10:30:00Z,35,35
T_BLLA-2,BLLA-2,2026-09-08,24,2026-09-08T10:30:00Z,2026-09-08T11:00:00Z,33,33
T_BLLA-2,BLLA-2,2026-09-08,25,2026-09-08T11:00:00Z,2026-09-08T11:30:00Z,35,35
T_BLLA-2,BLLA-2,2026-09-08,26,2026-09-08T11:30:00Z,2026-09-08T12:00:00Z,35,35
