bm_unit,national_grid_bm_unit,settlement_date,settlement_period,time_from_utc,time_to_utc,level_from_mw,level_to_mw
T_GRGBW-3,GRGBW-3,2026-09-08,17,2026-09-08T07:00:00Z,2026-09-08T07:29:00Z,62,62
T_GRGBW-3,GRGBW-3,2026-09-08,17,2026-09-08T07:29:00Z,2026-09-08T07:30:00Z,62,57
T_GRGBW-3,GRGBW-3,2026-09-08,18,2026-09-08T07:30:00Z,2026-09-08T07:59:00Z,50,50
T_GRGBW-3,GRGBW-3,2026-09-08,18,2026-09-08T07:59:00Z,2026-09-08T08:00:00Z,50,55
T_GRGBW-3,GRGBW-3,2026-09-08,19,2026-09-08T08:00:00Z,2026-09-08T08:29:00Z,55,55
T_GRGBW-3,GRGBW-3,2026-09-08,19,2026-09-08T08:29:00Z,2026-09-08T08:30:00Z,55,59
T_GRGBW-3,GRGBW-3,2026-09-08,20,2026-09-08T08:30:00Z,2026-09-08T09:00:00Z,59,59
T_GRGBW-3,GRGBW-3,2026-09-08,21,2026-09-08T09:00:00Z,2026-09-08T09:30:00Z,59,59
T_GRGBW-3,GRGBW-3,2026-09-08,22,2026-09-08T09:30:00Z,2026-09-08T09:59:00Z,55,55
T_GRGBW-3,GRGBW-3,2026-09-08,22,2026-09-08T09:59:00Z,2026-09-08T10:00:00Z,55,54
T_GRGBW-3,GRGBW-3,2026-09-08,23,2026-09-08T10:00:00Z,2026-09-08T10:29:00Z,55,55
T_GRGBW-3,GRGBW-3,2026-09-08,23,2026-09-08T10:29:00Z,2026-09-08T10:30:00Z,55,53
T_GRGBW-3,GRGBW-3,2026-09-08,24,2026-09-08T10:30:00Z,2026-09-08T10:58:00Z,53,53
T_GRGBW-3,GRGBW-3,2026-09-08,24,2026-09-08T10:58:00Z,2026-09-08T10:59:00Z,53,50
T_GRGBW-3,GRGBW-3,2026-09-08,24,2026-09-08T10:59:00Z,2026-09-08T11:00:00Z,50,46
T_GRGBW-3,GRGBW-3,2026-09-08,25,2026-09-08T11:00:00Z,2026-09-08T11:29:00Z,46,46
T_GRGBW-3,GRGBW-3,2026-09-08,25,2026-09-08T11:29:00Z,2026-09-08T11:30:00Z,46,39
T_GRGBW-3,GRGBW-3,2026-09-08,26,2026-09-08T11:30:00Z,2026-09-08T11:59:00Z,38,38
T_GRGBW-3,GRGBW-3,2026-09-08,26,2026-09-08T11:59:00Z,2026-09-08T12:00:00Z,38,33
T_GRGBW-3,GRGBW-3,2026-09-08,27,2026-09-08T12:00:00Z,2026-09-08T12:29:00Z,30,30
T_GRGBW-3,GRGBW-3,2026-09-08,27,2026-09-08T12:29:00Z,2026-09-08T12:30:00Z,30,25
T_GRGBW-3,GRGBW-3,2026-09-08,28,2026-09-08T12:30:00Z,2026-09-08T12:59:00Z,25,25
T_GRGBW-3,GRGBW-3,2026-09-08,28,2026-09-08T12:59:00Z,2026-09-08T13:00:00Z,25,22
T_GRGBW-3,GRGBW-3,2026-09-08,29,2026-09-08T13:00:00Z,2026-09-08T13:29:00Z,24,24
T_GRGBW-3,GRGBW-3,2026-09-08,29,2026-09-08T13:29:00Z,2026-09-08T13:30:00Z,24,20
T_GRGBW-3,GRGBW-3,2026-09-08,30,2026-09-08T13:30:00Z,2026-09-08T13:59:00Z,19,19
T_GRGBW-3,GRGBW-3,2026-09-08,30,2026-09-08T13:59:00Z,2026-09-08T14:00:00Z,19,16
T_GRGBW-3,GRGBW-3,2026-09-08,31,2026-09-08T14:00:00Z,2026-09-08T14:29:00Z,15,15
T_GRGBW-3,GRGBW-3,2026-09-08,31,2026-09-08T14:29:00Z,2026-09-08T14:30:00Z,15,13
T_GRGBW-3,GRGBW-3,2026-09-08,32,2026-09-08T14:30:00Z,2026-09-08T14:59:00Z,13,13
T_GRGBW-3,GRGBW-3,2026-09-08,32,2026-09-08T14:59:00Z,2026-09-08T15:00:00Z,13,17
T_GRGBW-3,GRGBW-3,2026-09-08,33,2026-09-08T15:00:00Z,2026-09-08T15:29:00Z,16,16
T_GRGBW-3,GRGBW-3,2026-09-08,33,2026-09-08T15:29:00Z,2026-09-08T15:30:00Z,16,21
T_GRGBW-3,GRGBW-3,2026-09-08,34,2026-09-08T15:30:00Z,2026-09-08T15:59:00Z,23,23
T_GRGBW-3,GRGBW-3,2026-09-08,34,2026-09-08T15:59:00Z,2026-09-08T16:00:00Z,23,30
T_GRGBW-3,GRGBW-3,2026-09-08,35,2026-09-08T16:00:00Z,2026-09-08T16:29:00Z,30,30
T_GRGBW-3,GRGBW-3,2026-09-08,35,2026-09-08T16:29:00Z,2026-09-08T16:30:00Z,30,38
T_GRGBW-3,GRGBW-3,2026-09-08,36,2026-09-08T16:30:00Z,2026-09-08T16:58:00Z,38,38
T_GRGBW-3,GRGBW-3,2026-09-08,36,2026-09-08T16:58:00Z,2026-09-08T16:59:00Z,38,50
T_GRGBW-3,GRGBW-3,2026-09-08,36,2026-09-08T16:59:00Z,2026-09-08T17:00:00Z,50,54
T_GRGBW-3,GRGBW-3,2026-09-08,37,2026-09-08T17:00:00Z,2026-09-08T17:29:00Z,54,54
T_GRGBW-3,GRGBW-3,2026-09-08,37,2026-09-08T17:29:00Z,2026-09-08T17:30:00Z,54,67
T_GRGBW-3,GRGBW-3,2026-09-08,38,2026-09-08T17:30:00Z,2026-09-08T17:59:00Z,70,70
T_GRGBW-3,GRGBW-3,2026-09-08,38,2026-09-08T17:59:00Z,2026-09-08T18:00:00Z,70,67
T_GRGBW-3,GRGBW-3,2026-09-08,39,2026-09-08T18:00:00Z,2026-09-08T18:29:00Z,68,68
T_GRGBW-3,GRGBW-3,2026-09-08,39,2026-09-08T18:29:00Z,2026-09-08T18:30:00Z,68,66
T_GRGBW-3,GRGBW-3,2026-09-08,40,2026-09-08T18:30:00Z,2026-09-08T18:59:00Z,65,65
T_GRGBW-3,GRGBW-3,2026-09-08,40,2026-09-08T18:59:00Z,2026-09-08T19:00:00Z,65,77
T_GRGBW-3,GRGBW-3,2026-09-08,41,2026-09-08T19:00:00Z,2026-09-08T19:29:00Z,86,86
T_GRGBW-3,GRGBW-3,2026-09-08,41,2026-09-08T19:29:00Z,2026-09-08T19:30:00Z,86,92
T_GRGBW-3,GRGBW-3,2026-09-08,42,2026-09-08T19:30:00Z,2026-09-08T19:58:00Z,93,93
T_GRGBW-3,GRGBW-3,2026-09-08,42,2026-09-08T19:58:00Z,2026-09-08T19:59:00Z,93,100
T_GRGBW-3,GRGBW-3,2026-09-08,42,2026-09-08T19:59:00Z,2026-09-08T20:00:00Z,100,108
T_GRGBW-3,GRGBW-3,2026-09-08,43,2026-09-08T20:00:00Z,2026-09-08T20:29:00Z,111,111
T_GRGBW-3,GRGBW-3,2026-09-08,43,2026-09-08T20:29:00Z,2026-09-08T20:30:00Z,111,125
T_GRGBW-3,GRGBW-3,2026-09-08,44,2026-09-08T20:30:00Z,2026-09-08T20:59:00Z,126,126
T_GRGBW-3,GRGBW-3,2026-09-08,44,2026-09-08T20:59:00Z,2026-09-08T21:00:00Z,126,131
T_GRGBW-3,GRGBW-3,2026-09-08,45,2026-09-08T21:00:00Z,2026-09-08T21:29:00Z,131,131
T_GRGBW-3,GRGBW-3,2026-09-08,45,2026-09-08T21:29:00Z,2026-09-08T21:30:00Z,131,136
T_GRGBW-3,GRGBW-3,2026-09-08,46,2026-09-08T21:30:00Z,2026-09-08T21:59:00Z,135,135
T_GRGBW-3,GRGBW-3,2026-09-08,46,2026-09-08T21:59:00Z,2026-09-08T22:00:00Z,135,134
T_GRGBW-3,GRGBW-3,2026-09-08,47,2026-09-08T22:00:00Z,2026-09-08T22:30:00Z,134,134
T_GRGBW-3,GRGBW-3,2026-09-08,48,2026-09-08T22:30:00Z,2026-09-08T22:59:00Z,134,134
T_GRGBW-3,GRGBW-3,2026-09-08,48,2026-09-08T22:59:00Z,2026-09-08T23:00:00Z,134,132
T_GRIFW-1,GRIFW-1,2026-09-08,1,2026-09-07T23:00:00Z,2026-09-07T23:29:00Z,62,62
T_GRIFW-1,GRIFW-1,2026-09-08,1,2026-09-07T23:29:00Z,2026-09-07T23:30:00Z,62,63
T_GRIFW-1,GRIFW-1,2026-09-08,2,2026-09-07T23:30:00Z,2026-09-07T23:59:00Z,63,63
T_GRIFW-1,GRIFW-1,2026-09-08,2,2026-09-07T23:59:00Z,2026-09-08T00:00:00Z,63,64
T_GRIFW-1,GRIFW-1,2026-09-08,3,2026-09-08T00:00:00Z,2026-09-08T00:29:00Z,64,64
T_GRIFW-1,GRIFW-1,2026-09-08,3,2026-09-08T00:29:00Z,2026-09-08T00:30:00Z,64,65
T_GRIFW-1,GRIFW-1,2026-09-08,4,2026-09-08T00:30:00Z,2026-09-08T01:00:00Z,65,65
T_GRIFW-1,GRIFW-1,2026-09-08,5,2026-09-08T01:00:00Z,2026-09-08T01:30:00Z,65,65
T_GRIFW-1,GRIFW-1,2026-09-08,6,2026-09-08T01:30:00Z,2026-09-08T01:59:00Z,65,65
T_GRIFW-1,GRIFW-1,2026-09-08,6,2026-09-08T01:59:00Z,2026-09-08T02:00:00Z,65,64
T_GRIFW-1,GRIFW-1,2026-09-08,7,2026-09-08T02:00:00Z,2026-09-08T02:29:00Z,64,64
T_GRIFW-1,GRIFW-1,2026-09-08,7,2026-09-08T02:29:00Z,2026-09-08T02:30:00Z,64,63
T_GRIFW-1,GRIFW-1,2026-09-08,8,2026-09-08T02:30:00Z,2026-09-08T02:59:00Z,63,63
T_GRIFW-1,GRIFW-1,2026-09-08,8,2026-09-08T02:59:00Z,2026-09-08T03:00:00Z,63,61
T_GRIFW-1,GRIFW-1,2026-09-08,9,2026-09-08T03:00:00Z,2026-09-08T03:29:00Z,61,61
T_GRIFW-1,GRIFW-1,2026-09-08,9,2026-09-08T03:29:00Z,2026-09-08T03:30:00Z,61,59
T_GRIFW-1,GRIFW-1,2026-09-08,10,2026-09-08T03:30:00Z,2026-09-08T03:59:00Z,59,59
T_GRIFW-1,GRIFW-1,2026-09-08,10,2026-09-08T03:59:00Z,2026-09-08T04:00:00Z,59,58
T_GRIFW-1,GRIFW-1,2026-09-08,11,2026-09-08T04:00:00Z,2026-09-08T04:29:00Z,59,59
T_GRIFW-1,GRIFW-1,2026-09-08,11,2026-09-08T04:29:00Z,2026-09-08T04:30:00Z,59,57
T_GRIFW-1,GRIFW-1,2026-09-08,12,2026-09-08T04:30:00Z,2026-09-08T04:59:00Z,57,57
T_GRIFW-1,GRIFW-1,2026-09-08,12,2026-09-08T04:59:00Z,2026-09-08T05:00:00Z,57,55
T_GRIFW-1,GRIFW-1,2026-09-08,13,2026-09-08T05:00:00Z,2026-09-08T05:29:00Z,56,56
T_GRIFW-1,GRIFW-1,2026-09-08,13,2026-09-08T05:29:00Z,2026-09-08T05:30:00Z,56,54
T_GRIFW-1,GRIFW-1,2026-09-08,14,2026-09-08T05:30:00Z,2026-09-08T05:59:00Z,54,54
T_GRIFW-1,GRIFW-1,2026-09-08,14,2026-09-08T05:59:00Z,2026-09-08T06:00:00Z,54,52
T_GRIFW-1,GRIFW-1,2026-09-08,15,2026-09-08T06:00:00Z,2026-09-08T06:29:00Z,53,53
T_GRIFW-1,GRIFW-1,2026-09-08,15,2026-09-08T06:29:00Z,2026-09-08T06:30:00Z,53,51
T_GRIFW-1,GRIFW-1,2026-09-08,16,2026-09-08T06:30:00Z,2026-09-08T06:59:00Z,51,51
T_GRIFW-1,GRIFW-1,2026-09-08,16,2026-09-08T06:59:00Z,2026-09-08T07:00:00Z,51,52
T_GRIFW-1,GRIFW-1,2026-09-08,17,2026-09-08T07:00:00Z,2026-09-08T07:29:00Z,53,53
T_GRIFW-1,GRIFW-1,2026-09-08,17,2026-09-08T07:29:00Z,2026-09-08T07:30:00Z,53,55
T_GRIFW-1,GRIFW-1,2026-09-08,18,2026-09-08T07:30:00Z,2026-09-08T08:00:00Z,55,55
T_GRIFW-1,GRIFW-1,2026-09-08,19,2026-09-08T08:00:00Z,2026-09-08T08:29:00Z,56,56
T_GRIFW-1,GRIFW-1,2026-09-08,19,2026-09-08T08:29:00Z,2026-09-08T08:30:00Z,56,58
T_GRIFW-1,GRIFW-1,2026-09-08,20,2026-09-08T08:30:00Z,2026-09-08T08:59:00Z,58,58
T_GRIFW-1,GRIFW-1,2026-09-08,20,2026-09-08T08:59:00Z,2026-09-08T09:00:00Z,58,60
T_GRIFW-1,GRIFW-1,2026-09-08,21,2026-09-08T09:00:00Z,2026-09-08T09:29:00Z,61,61
T_GRIFW-1,GRIFW-1,2026-09-08,21,2026-09-08T09:29:00Z,2026-09-08T09:30:00Z,61,63
T_GRIFW-1,GRIFW-1,2026-09-08,22,2026-09-08T09:30:00Z,2026-09-08T09:59:00Z,63,63
T_GRIFW-1,GRIFW-1,2026-09-08,22,2026-09-08T09:59:00Z,2026-09-08T10:00:00Z,63,62
T_GRIFW-1,GRIFW-1,2026-09-08,23,2026-09-08T10:00:00Z,2026-09-08T10:29:00Z,60,60
T_GRIFW-1,GRIFW-1,2026-09-08,23,2026-09-08T10:29:00Z,2026-09-08T10:30:00Z,60,61
T_GRIFW-1,GRIFW-1,2026-09-08,24,2026-09-08T10:30:00Z,2026-09-08T10:59:00Z,61,61
T_GRIFW-1,GRIFW-1,2026-09-08,24,2026-09-08T10:59:00Z,2026-09-08T11:00:00Z,61,65
T_GRIFW-1,GRIFW-1,2026-09-08,25,2026-09-08T11:00:00Z,2026-09-08T11:29:00Z,65,65
T_GRIFW-1,GRIFW-1,2026-09-08,25,2026-09-08T11:29:00Z,2026-09-08T11:30:00Z,65,69
T_GRIFW-1,GRIFW-1,2026-09-08,26,2026-09-08T11:30:00Z,2026-09-08T11:59:00Z,69,69
T_GRIFW-1,GRIFW-1,2026-09-08,26,2026-09-08T11:59:00Z,2026-09-08T12:00:00Z,69,74
T_GRIFW-1,GRIFW-1,2026-09-08,27,2026-09-08T12:00:00Z,2026-09-08T12:29:00Z,74,74
T_GRIFW-1,GRIFW-1,2026-09-08,27,2026-09-08T12:29:00Z,2026-09-08T12:30:00Z,74,75
T_GRIFW-1,GRIFW-1,2026-09-08,28,2026-09-08T12:30:00Z,2026-09-08T13:00:00Z,75,75
T_GRIFW-1,GRIFW-1,2026-09-08,29,2026-09-08T13:00:00Z,2026-09-08T13:30:00Z,75,75
T_GRIFW-1,GRIFW-1,2026-09-08,30,2026-09-08T13:30:00Z,2026-09-08T13:59:00Z,74,74
T_GRIFW-1,GRIFW-1,2026-09-08,30,2026-09-08T13:59:00Z,2026-09-08T14:00:00Z,74,73
T_GRIFW-1,GRIFW-1,2026-09-08,31,2026-09-08T14:00:00Z,2026-09-08T14:29:00Z,73,73
T_GRIFW-1,GRIFW-1,2026-09-08,31,2026-09-08T14:29:00Z,2026-09-08T14:30:00Z,73,74
T_GRIFW-1,GRIFW-1,2026-09-08,32,2026-09-08T14:30:00Z,2026-09-08T15:00:00Z,74,74
T_GRIFW-1,GRIFW-1,2026-09-08,33,2026-09-08T15:00:00Z,2026-09-08T15:29:00Z,74,74
T_GRIFW-1,GRIFW-1,2026-09-08,33,2026-09-08T15:29:00Z,2026-09-08T15:30:00Z,74,75
T_GRIFW-1,GRIFW-1,2026-09-08,34,2026-09-08T15:30:00Z,2026-09-08T16:00:00Z,75,75
T_GRIFW-1,GRIFW-1,2026-09-08,35,2026-09-08T16:00:00Z,2026-09-08T16:29:00Z,76,76
T_GRIFW-1,GRIFW-1,2026-09-08,35,2026-09-08T16:29:00Z,2026-09-08T16:30:00Z,76,77
T_GRIFW-1,GRIFW-1,2026-09-08,36,2026-09-08T16:30:00Z,2026-09-08T16:59:00Z,77,77
T_GRIFW-1,GRIFW-1,2026-09-08,36,2026-09-08T16:59:00Z,2026-09-08T17:00:00Z,77,76
T_GRIFW-1,GRIFW-1,2026-09-08,37,2026-09-08T17:00:00Z,2026-09-08T17:30:00Z,76,76
T_GRIFW-1,GRIFW-1,2026-09-08,38,2026-09-08T17:30:00Z,2026-09-08T17:59:00Z,76,76
T_GRIFW-1,GRIFW-1,2026-09-08,38,2026-09-08T17:59:00Z,2026-09-08T18:00:00Z,76,74
T_GRIFW-1,GRIFW-1,2026-09-08,39,2026-09-08T18:00:00Z,2026-09-08T18:29:00Z,74,74
T_GRIFW-1,GRIFW-1,2026-09-08,39,2026-09-08T18:29:00Z,2026-09-08T18:30:00Z,74,72
T_GRIFW-1,GRIFW-1,2026-09-08,40,2026-09-08T18:30:00Z,2026-09-08T18:59:00Z,72,72
T_GRIFW-1,GRIFW-1,2026-09-08,40,2026-09-08T18:59:00Z,2026-09-08T19:00:00Z,72,69
T_GRIFW-1,GRIFW-1,2026-09-08,41,2026-09-08T19:00:00Z,2026-09-08T19:29:00Z,70,70
T_GRIFW-1,GRIFW-1,2026-09-08,41,2026-09-08T19:29:00Z,2026-09-08T19:30:00Z,70,68
T_GRIFW-1,GRIFW-1,2026-09-08,42,2026-09-08T19:30:00Z,2026-09-08T19:59:00Z,68,68
T_GRIFW-1,GRIFW-1,2026-09-08,42,2026-09-08T19:59:00Z,2026-09-08T20:00:00Z,68,64
T_GRIFW-1,GRIFW-1,2026-09-08,43,2026-09-08T20:00:00Z,2026-09-08T20:29:00Z,65,65
T_GRIFW-1,GRIFW-1,2026-09-08,43,2026-09-08T20:29:00Z,2026-09-08T20:30:00Z,65,62
T_GRIFW-1,GRIFW-1,2026-09-08,44,2026-09-08T20:30:00Z,2026-09-08T20:59:00Z,62,62
T_GRIFW-1,GRIFW-1,2026-09-08,44,2026-09-08T20:59:00Z,2026-09-08T21:00:00Z,62,59
T_GRIFW-1,GRIFW-1,2026-09-08,45,2026-09-08T21:00:00Z,2026-09-08T21:29:00Z,60,60
T_GRIFW-1,GRIFW-1,2026-09-08,45,2026-09-08T21:29:00Z,2026-09-08T21:30:00Z,60,58
T_GRIFW-1,GRIFW-1,2026-09-08,46,2026-09-08T21:30:00Z,2026-09-08T21:59:00Z,58,58
T_GRIFW-1,GRIFW-1,2026-09-08,46,2026-09-08T21:59:00Z,2026-09-08T22:00:00Z,58,56
T_GRIFW-1,GRIFW-1,2026-09-08,47,2026-09-08T22:00:00Z,2026-09-08T22:29:00Z,56,56
T_GRIFW-1,GRIFW-1,2026-09-08,47,2026-09-08T22:29:00Z,2026-09-08T22:30:00Z,56,55
T_GRIFW-1,GRIFW-1,2026-09-08,48,2026-09-08T22:30:00Z,2026-09-08T22:59:00Z,55,55
T_GRIFW-1,GRIFW-1,2026-09-08,48,2026-09-08T22:59:00Z,2026-09-08T23:00:00Z,55,53
T_GRIFW-2,GRIFW-2,2026-09-08,1,2026-09-07T23:00:00Z,2026-09-07T23:29:00Z,63,63
T_GRIFW-2,GRIFW-2,2026-09-08,1,2026-09-07T23:29:00Z,2026-09-07T23:30:00Z,63,65
T_GRIFW-2,GRIFW-2,2026-09-08,2,2026-09-07T23:30:00Z,2026-09-07T23:59:00Z,65,65
T_GRIFW-2,GRIFW-2,2026-09-08,2,2026-09-07T23:59:00Z,2026-09-08T00:00:00Z,65,66
T_GRIFW-2,GRIFW-2,2026-09-08,3,2026-09-08T00:00:00Z,2026-09-08T00:29:00Z,66,66
T_GRIFW-2,GRIFW-2,2026-09-08,3,2026-09-08T00:29:00Z,2026-09-08T00:30:00Z,66,67
T_GRIFW-2,GRIFW-2,2026-09-08,4,2026-09-08T00:30:00Z,2026-09-08T01:00:00Z,67,67
T_GRIFW-2,GRIFW-2,2026-09-08,5,2026-09-08T01:00:00Z,2026-09-08T01:29:00Z,67,67
T_GRIFW-2,GRIFW-2,2026-09-08,5,2026-09-08T01:29:00Z,2026-09-08T01:30:00Z,67,66
T_GRIFW-2,GRIFW-2,2026-09-08,6,2026-09-08T01:30:00Z,2026-09-08T02:00:00Z,66,66
T_GRIFW-2,GRIFW-2,2026-09-08,7,2026-09-08T02:00:00Z,2026-09-08T02:29:00Z,66,66
T_GRIFW-2,GRIFW-2,2026-09-08,7,2026-09-08T02:29:00Z,2026-09-08T02:30:00Z,66,65
T_GRIFW-2,GRIFW-2,2026-09-08,8,2026-09-08T02:30:00Z,2026-09-08T02:59:00Z,64,64
T_GRIFW-2,GRIFW-2,2026-09-08,8,2026-09-08T02:59:00Z,2026-09-08T03:00:00Z,64,62
T_GRIFW-2,GRIFW-2,2026-09-08,9,2026-09-08T03:00:00Z,2026-09-08T03:29:00Z,62,62
T_GRIFW-2,GRIFW-2,2026-09-08,9,2026-09-08T03:29:00Z,2026-09-08T03:30:00Z,62,61
T_GRIFW-2,GRIFW-2,2026-09-08,10,2026-09-08T03:30:00Z,2026-09-08T03:59:00Z,61,61
T_GRIFW-2,GRIFW-2,2026-09-08,10,2026-09-08T03:59:00Z,2026-09-08T04:00:00Z,61,59
T_GRIFW-2,GRIFW-2,2026-09-08,11,2026-09-08T04:00:00Z,2026-09-08T04:29:00Z,59,59
T_GRIFW-2,GRIFW-2,2026-09-08,11,2026-09-08T04:29:00Z,2026-09-08T04:30:00Z,59,58
T_GRIFW-2,GRIFW-2,2026-09-08,12,2026-09-08T04:30:00Z,2026-09-08T04:59:00Z,58,58
T_GRIFW-2,GRIFW-2,2026-09-08,12,2026-09-08T04:59:00Z,2026-09-08T05:00:00Z,58,57
T_GRIFW-2,GRIFW-2,2026-09-08,13,2026-09-08T05:00:00Z,2026-09-08T05:29:00Z,57,57
T_GRIFW-2,GRIFW-2,2026-09-08,13,2026-09-08T05:29:00Z,2026-09-08T05:30:00Z,57,55
T_GRIFW-2,GRIFW-2,2026-09-08,14,2026-09-08T05:30:00Z,2026-09-08T05:59:00Z,54,54
T_GRIFW-2,GRIFW-2,2026-09-08,14,2026-09-08T05:59:00Z,2026-09-08T06:00:00Z,54,53
T_GRIFW-2,GRIFW-2,2026-09-08,15,2026-09-08T06:00:00Z,2026-09-08T06:29:00Z,53,53
T_GRIFW-2,GRIFW-2,2026-09-08,15,2026-09-08T06:29:00Z,2026-09-08T06:30:00Z,53,51
T_GRIFW-2,GRIFW-2,2026-09-08,16,2026-09-08T06:30:00Z,2026-09-08T06:59:00Z,51,51
T_GRIFW-2,GRIFW-2,2026-09-08,16,2026-09-08T06:59:00Z,2026-09-08T07:00:00Z,51,53
T_GRIFW-2,GRIFW-2,2026-09-08,17,2026-09-08T07:00:00Z,2026-09-08T07:29:00Z,53,53
T_GRIFW-2,GRIFW-2,2026-09-08,17,2026-09-08T07:29:00Z,2026-09-08T07:30:00Z,53,56
T_GRIFW-2,GRIFW-2,2026-09-08,18,2026-09-08T07:30:00Z,2026-09-08T07:59:00Z,55,55
T_GRIFW-2,GRIFW-2,2026-09-08,18,2026-09-08T07:59:00Z,2026-09-08T08:00:00Z,55,56
T_GRIFW-2,GRIFW-2,2026-09-08,19,2026-09-08T08:00:00Z,2026-09-08T08:29:00Z,56,56
T_GRIFW-2,GRIFW-2,2026-09-08,19,2026-09-08T08:29:00Z,2026-09-08T08:30:00Z,56,59
T_GRIFW-2,GRIFW-2,2026-09-08,20,2026-09-08T08:30:00Z,2026-09-08T08:59:00Z,59,59
T_GRIFW-2,GRIFW-2,2026-09-08,20,2026-09-08T08:59:00Z,2026-09-08T09:00:00Z,59,62
T_GRIFW-2,GRIFW-2,2026-09-08,21,2026-09-08T09:00:00Z,2026-09-08T09:29:00Z,62,62
T_GRIFW-2,GRIFW-2,2026-09-08,21,2026-09-08T09:29:00Z,2026-09-08T09:30:00Z,62,65
T_GRIFW-2,GRIFW-2,2026-09-08,22,2026-09-08T09:30:00Z,2026-09-08T09:59:00Z,65,65
T_GRIFW-2,GRIFW-2,2026-09-08,22,2026-09-08T09:59:00Z,2026-09-08T10:00:00Z,65,67
T_GRIFW-2,GRIFW-2,2026-09-08,23,2026-09-08T10:00:00Z,2026-09-08T10:29:00Z,67,67
T_GRIFW-2,GRIFW-2,2026-09-08,23,2026-09-08T10:29:00Z,2026-09-08T10:30:00Z,67,68
T_GRIFW-2,GRIFW-2,2026-09-08,24,2026-09-08T10:30:00Z,2026-09-08T10:59:00Z,64,64
T_GRIFW-2,GRIFW-2,2026-09-08,24,2026-09-08T10:59:00Z,2026-09-08T11:00:00Z,64,68
T_GRIFW-2,GRIFW-2,2026-09-08,25,2026-09-08T11:00:00Z,2026-09-08T11:29:00Z,58,58
T_GRIFW-2,GRIFW-2,2026-09-08,25,2026-09-08T11:29:00Z,2026-09-08T11:30:00Z,58,61
T_GRIFW-2,GRIFW-2,2026-09-08,26,2026-09-08T11:30:00Z,2026-09-08T11:59:00Z,61,61
T_GRIFW-2,GRIFW-2,2026-09-08,26,2026-09-08T11:59:00Z,2026-09-08T12:00:00Z,61,63
T_GRIFW-2,GRIFW-2,2026-09-08,27,2026-09-08T12:00:00Z,2026-09-08T12:29:00Z,50,50
T_GRIFW-2,GRIFW-2,2026-09-08,27,2026-09-08T12:29:00Z,2026-09-08T12:30:00Z,50,53
T_GRIFW-2,GRIFW-2,2026-09-08,28,2026-09-08T12:30:00Z,2026-09-08T12:59:00Z,53,53
T_GRIFW-2,GRIFW-2,2026-09-08,28,2026-09-08T12:59:00Z,2026-09-08T13:00:00Z,53,56
T_GRIFW-2,GRIFW-2,2026-09-08,29,2026-09-08T13:00:00Z,2026-09-08T13:29:00Z,56,56
T_GRIFW-2,GRIFW-2,2026-09-08,29,2026-09-08T13:29:00Z,2026-09-08T13:30:00Z,56,59
T_GRIFW-2,GRIFW-2,2026-09-08,30,2026-09-08T13:30:00Z,2026-09-08T13:59:00Z,59,59
T_GRIFW-2,GRIFW-2,2026-09-08,30,2026-09-08T13:59:00Z,2026-09-08T14:00:00Z,59,63
T_GRIFW-2,GRIFW-2,2026-09-08,31,2026-09-08T14:00:00Z,2026-09-08T14:30:00Z,78,78
T_GRIFW-2,GRIFW-2,2026-09-08,32,2026-09-08T14:30:00Z,2026-09-08T15:00:00Z,79,79
T_GRIFW-2,GRIFW-2,2026-09-08,33,2026-09-08T15:00:00Z,2026-09-08T15:30:00Z,79,79
T_GRIFW-2,GRIFW-2,2026-09-08,34,2026-09-08T15:30:00Z,2026-09-08T16:00:00Z,79,79
T_GRIFW-2,GRIFW-2,2026-09-08,35,2026-09-08T16:00:00Z,2026-09-08T16:29:00Z,79,79
T_GRIFW-2,GRIFW-2,2026-09-08,35,2026-09-08T16:29:00Z,2026-09-08T16:30:00Z,79,80
T_GRIFW-2,GRIFW-2,2026-09-08,36,2026-09-08T16:30:00Z,2026-09-08T16:59:00Z,81,81
T_GRIFW-2,GRIFW-2,2026-09-08,36,2026-09-08T16:59:00Z,2026-09-08T17:00:00Z,81,80
T_GRIFW-2,GRIFW-2,2026-09-08,37,2026-09-08T17:00:00Z,2026-09-08T17:29:00Z,80,80
T_GRIFW-2,GRIFW-2,2026-09-08,37,2026-09-08T17:29:00Z,2026-09-08T17:30:00Z,80,79
T_GRIFW-2,GRIFW-2,2026-09-08,38,2026-09-08T17:30:00Z,2026-09-08T17:59:00Z,80,80
T_GRIFW-2,GRIFW-2,2026-09-08,38,2026-09-08T17:59:00Z,2026-09-08T18:00:00Z,80,78
T_GRIFW-2,GRIFW-2,2026-09-08,39,2026-09-08T18:00:00Z,2026-09-08T18:29:00Z,78,78
T_GRIFW-2,GRIFW-2,2026-09-08,39,2026-09-08T18:29:00Z,2026-09-08T18:30:00Z,78,76
T_GRIFW-2,GRIFW-2,2026-09-08,40,2026-09-08T18:30:00Z,2026-09-08T18:59:00Z,76,76
T_GRIFW-2,GRIFW-2,2026-09-08,40,2026-09-08T18:59:00Z,2026-09-08T19:00:00Z,76,74
T_GRIFW-2,GRIFW-2,2026-09-08,41,2026-09-08T19:00:00Z,2026-09-08T19:29:00Z,74,74
T_GRIFW-2,GRIFW-2,2026-09-08,41,2026-09-08T19:29:00Z,2026-09-08T19:30:00Z,74,71
